type,value,context,confidence,first_seen,last_seen,case_count,cases,sources
string,GHSA-32cc-x95p-fxcg,Unauthenticated RCE via hardcoded JWT secret in default config (Critical),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,GHSA-68m5-5w2h-h837,Path traversal sanitization bypass (High),medium,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,GHSA-88qh-cphv-996c,Unauthenticated RCE via arbitrary file write in the upload API (Critical),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,GHSA-c869-jx4c-q5fc,Unauthenticated remote arbitrary scheduler write (Critical; ties to CVE-2026-25939),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,GHSA-c8m8-3jcr-6rj5,Hardcoded fallback JWT signing secret (High),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,GHSA-ggxw-g3cp-mgf8,Unauthenticated remote arbitrary device-tag write (Critical),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,GHSA-p69w-mmfv-xrfj,Pre-auth RCE via path manipulation and configuration injection (High),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,GHSA-rg3m-cfq7-g6h6,Unauthenticated RCE via script test-mode authorization bypass (High),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,GHSA-v4p5-w6r3-2x4f,Unauthenticated RCE in the Node-RED integration (Critical),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GitHub Security Advisories
string,God-Tier Telemetry Blinding: Deployed via HalosGate Indirect Syscalls,Verbatim Phantom Persistence debug-log banner emitted by RustSL,high,2026-05-18,2026-05-18,1,2026-05-18_SilverFox-ABCDoor-Tax-Phishing,Kaspersky Securelist 2026-04-30
string,Gold,Underground actor who in Oct 2025 sold phishing projects using custom reverse-proxy against Gmail and Okta; stolen cookies / credentials / 2FA routed to Telegram bot,high,2026-06-23,2026-06-23,1,2026-06-23_Cloud-Insider-Recruitment-Intel471,Intel 471 / Help Net Security 2026-06-11
string,Golden Crypt,Crypter-as-a-Service used by the Albiriox builder to ship FUD APKs,medium,2026-05-09,2026-05-09,1,2026-05-09_Albiriox-Android-MaaS-AcVNC,Cleafy Labs
string,GoogleUpdaterTaskSystem140.0.7272.0,Scheduled task name created for highest-privilege persistence,high,2026-06-29,2026-06-29,1,2026-06-29_CL-STA-1062-TinyRCT-Backdoor-SEA-Espionage,Unit 42 2026-06-26
string,gps-sdr-sim,GNSS signal-generation tool that can fabricate a counterfeit GPS constellation with an SDR (bladeRF/HackRF/USRP),medium,2026-07-11,2026-07-11,1,2026-07-11_AIS-GNSS-Spoofing-Maritime-Deception,GNSS spoofing tooling
string,GreenPlasma,Public exploit name for the Windows CTFMON arbitrary section creation EoP,high,2026-05-29,2026-05-29,1,2026-05-29_MiniPlasma-CVE-2020-17103-Silent-Regression-NightmareEclipse,https://www.securityweek.com/researcher-drops-yellowkey-greenplasma-windows-zero-days/
string,gSecurity2,UEFI Security Architectural Protocol pointer - NULLed by the Framework Bombshell signed UEFI shell mm command to disable LoadImage signature checks,medium,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Eclypsium
string,guardrails-ai==0.10.1,Malicious PyPI version of Guardrails AI,high,2026-05-14,2026-05-14,1,2026-05-14_Mini-Shai-Hulud-TeamPCP-Mega-Campaign,"Aikido, Wiz"
string,Hancom,Code-signing certificate subject on the malicious loader (stolen/forged Korean office-suite cert); DPRK tradecraft marker and the most durable host IOC,high,2026-06-14,2026-06-14,1,2026-06-14_Humanity-Protocol-DPRK-Bridge-KeyTheft,Quantstamp via Humanity 2026-06-13
string,handle_forgot_password,Vulnerable handler function name in the Kirki ComponentLibrary form controller,high,2026-06-04,2026-06-04,1,2026-06-04_Kirki-CVE-2026-8206-WP-AccountTakeover,Kirki Trac / Threat-Modeling.com
string,hasherezade,Provocative DLL name string used in Stage 3 VEH path,medium,2026-05-12,2026-05-12,1,2026-05-12_Qilin-EDR-Killer-msimg32,Cisco Talos
string,heldinhow/speckit-coding-agent,Representative malicious OpenClaw skill,medium,2026-05-30,2026-05-30,1,2026-05-30_AMOS-OpenClaw-Skill-macOS-Stealer,Trend Micro
string,HELLOHIALL,Pastebin handle and operator branding string,medium,2026-05-08,2026-05-08,1,2026-05-08_CloudZ-RAT-Pheno-PhoneLink,Talos
string,hideSecretData,Masking function that ServerSideDiff fails to call (code anchor),high,2026-06-11,2026-06-11,1,2026-06-11_ArgoCD-ServerSideDiff-CVE-2026-42880-K8s-Secret-Leak,Vendor advisory
string,HOW_TO_RECOVER_FILES.txt,Embargo ransom note filename dropped per encrypted directory,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
string,HsmOsBlockPlaceholderAccess,cldflt.sys routine where the race condition lives — the exact vulnerable function across CVE-2020-17103 and MiniPlasma,high,2026-05-29,2026-05-29,1,2026-05-29_MiniPlasma-CVE-2020-17103-Silent-Regression-NightmareEclipse,https://securityaffairs.com/192325/hacking/chaotic-eclipse-discloses-miniplasma-zero-day-suggesting-a-missing-or-undone-2020-windows-security-fix.html
string,https://[a-f0-9]{32}@o[0-9]+\.ingest\.sentry\.io,Sentry DSN regex pattern; presence in public JS/env files marks the org as injectable target,high,2026-06-20,2026-06-20,1,2026-06-20_Agentjacking-Sentry-MCP-DSN-Injection,Pinggy blog 2026-06-15
string,ibnejdfjmmkpcnlpebklmnkoeoihofec,Targeted TronLink browser-extension ID,medium,2026-05-30,2026-05-30,1,2026-05-30_AMOS-OpenClaw-Skill-macOS-Stealer,Trend Micro
string,id=RCE,Literal toolkit marker in the upload URI; regex id=RCE\d+ (observed RCEc37/RCE401/RCE770),high,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,mySites.guru
string,IkeSAFromState: User saved,Phase-1 SA creation success line; on a vulnerable box can follow an unauthenticated bypass,high,2026-06-16,2026-06-16,1,2026-06-16_Qilin-CheckPoint-IKEv1-CVE-2026-50751,watchTowr 2026-06-12
string,index.crates.io-6f17d22bba15001f,Cargo registry build path retained in the unstripped Rust PE,low,2026-06-09,2026-06-09,1,2026-06-09_Kyber-Dual-ESXi-Windows-Backup-Hypervisor-Ransomware,Rapid7
string,input_24,URL query parameter carrying the encrypted base64 target-email blob; kit fingerprint since 2025-07,high,2026-07-01,2026-07-01,1,2026-07-01_AWS-Console-AiTM-input24-PhishingKit,Datadog Security Labs 2026-06-24
string,Intel Core 2,Legacy/VM evasion string checked before detonation,medium,2026-05-30,2026-05-30,1,2026-05-30_AMOS-OpenClaw-Skill-macOS-Stealer,glueckkanja
string,IntelAudioService.exe /appmodel /StateRepository /Service,Distinctive command line launching the side-loading host in the FireAnt campaign,high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
string,IntoTheFloodAgainSameOldTrip,Embargo mutex newer builds - Alice in Chains Would lyric,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
string,io.metamask,Ethereum wallet target,high,2026-05-09,2026-05-09,1,2026-05-09_Albiriox-Android-MaaS-AcVNC,Cleafy Labs
string,io.trustwallet.app,Multi-chain wallet target,high,2026-05-09,2026-05-09,1,2026-05-09_Albiriox-Android-MaaS-AcVNC,Cleafy Labs
string,IOCTL 0x2222008,hlpdrv.sys terminate-protected-process IOCTL code,high,2026-05-12,2026-05-12,1,2026-05-12_Qilin-EDR-Killer-msimg32,Cisco Talos
string,irnagentd,Persistence service name created by MDeployer DLL variant under Safeboot Network,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
string,iss,JWT claim an attacker crafts to match a configured/wildcard MetaIssuer pattern and steer discovery,medium,2026-07-02,2026-07-02,1,2026-07-02_Fulcio-Sigstore-OIDC-SSRF-CVE-2026-49478,DailyCVE
string,itarian.exe,ITarian alternate executable name; T1219,low,2026-06-24,2026-06-24,1,2026-06-24_SRG-LunaMoth-FastFlux-LawFirm-Extortion,FBI IC3 Flash 260526
string,ITM System Co.,Code-signing certificate subject (revoked) used by probmon.sys v3.0.0.4,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,VirusTotal
string,ITSPlatform.exe,ITarian RMM agent; used by SRG for remote access; T1219,medium,2026-06-24,2026-06-24,1,2026-06-24_SRG-LunaMoth-FastFlux-LawFirm-Extortion,FBI IC3 Flash 260526
string,JSONPacker,String obfuscator used in the dropper APK to hide flow primitives,medium,2026-05-09,2026-05-09,1,2026-05-09_Albiriox-Android-MaaS-AcVNC,Cleafy Labs
string,jwks_uri,Discovery-document field an attacker substitutes to poison Fulcio's verifier cache,high,2026-07-02,2026-07-02,1,2026-07-02_Fulcio-Sigstore-OIDC-SSRF-CVE-2026-49478,GitLab Advisory Database
string,K365 Control,Operator internal page-title branding of the C2 panel; passive-HTTP title fingerprint,high,2026-06-10,2026-06-10,1,2026-06-10_Kali365-K365-OAuth-DeviceCode-PhaaS,Arctic Wolf Labs 2026-06-02
string,KasperskyEndpointSecurityEDRAvp,Malicious scheduled-task name masquerading as Kaspersky EDR (Kaspersky does not create such a task); launches the signed sideload loader,high,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
string,Kimseye Guvenme,Montana Empire kit banner (Turkish; Trust No One; ASCII-normalized from Kimseye Guvenme),medium,2026-07-08,2026-07-08,1,2026-07-08_Phantom-Squatting-AI-Hallucinated-Domains-Montana-Empire,Unit 42 Phantom Squatting (2026-06-30)
string,KioskActivity,DevilNFC lockTask/Kiosk activity that traps the victim in the fake UI,high,2026-06-13,2026-06-13,1,2026-06-13_DevilNFC-NFCMultiPay-NFC-Relay,Cleafy
string,kirki 6.0.0 - 6.0.6,Affected version range; fixed in 6.0.7 released 2026-05-18,high,2026-06-04,2026-06-04,1,2026-06-04_Kirki-CVE-2026-8206-WP-AccountTakeover,Wordfence/NVD
string,kubernetes.io/service-account-token,Highest-impact Secret type leaked (authenticates to the K8s API; lateral movement),high,2026-06-11,2026-06-11,1,2026-06-11_ArgoCD-ServerSideDiff-CVE-2026-42880-K8s-Secret-Leak,Vendor advisory
string,kvlnt/vv,Malicious Docker Hub image (Kali base + 2 layers) deployed to EKS; removed by Docker support,high,2026-06-12,2026-06-12,1,2026-06-12_LinkPro-eBPF-Rootkit-MagicPacket-EKS,Synacktiv
string,KYBER,Metadata trailer marker in the last 535 bytes of ELF-encrypted files (already-encrypted skip check),high,2026-06-09,2026-06-09,1,2026-06-09_Kyber-Dual-ESXi-Windows-Backup-Hypervisor-Ransomware,Rapid7
string,LdapBrute,"ode.dll LDAP brute-force method; reads LDAP server + base DN from LDAP://RootDSE, page size 1000, accepts any TLS cert",medium,2026-07-10,2026-07-10,1,2026-07-10_Cavern-Manticore-Iran-MOIS-Modular-DotNet-C2,gbhackers / Check Point
string,libnfcgate.so,NFCGate-derived native relay engine loaded into com.android.nfc (DevilNFC),high,2026-06-13,2026-06-13,1,2026-06-13_DevilNFC-NFCMultiPay-NFC-Relay,Cleafy
string,link-pro/link-client,Go main module symbol used to name LinkPro,high,2026-06-12,2026-06-12,1,2026-06-12_LinkPro-eBPF-Rootkit-MagicPacket-EKS,Synacktiv
string,load_module('os'),Module load primitive that bypasses the absence of import and an empty __builtins__ in the validator,high,2026-05-13,2026-05-13,1,2026-05-13_SemanticKernel-Prompt2RCE,https://www.microsoft.com/en-us/security/blog/2026/05/07/prompts-become-shells-rce-vulnerabilities-ai-agent-frameworks/
string,Loadbaks,Developer alias of Vidar v2.0 — announced release on underground forum Oct 6 2025,medium,2026-06-23,2026-06-23,1,2026-06-23_Cloud-Insider-Recruitment-Intel471,Trend Micro 2025-10
string,LoadUpOnGunsBringYourFriends,Embargo mutex older builds - Nirvana Smells Like Teen Spirit lyric,medium,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,Cyble Jul 2024
string,Location,HTTP redirect response header that carried the cross-host target prior to the 1.8.6 fix,medium,2026-07-02,2026-07-02,1,2026-07-02_Fulcio-Sigstore-OIDC-SSRF-CVE-2026-49478,GitLab Advisory Database
string,"look me, AV!",XOR key used by Showboat ELF to decrypt its embedded configuration,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,Lumen BLL 2026-05-21
string,lsadump::dcsync,Mimikatz DCSync module string (post-exploit tooling; not exploit-specific),medium,2026-06-05,2026-06-05,1,2026-06-05_Netlogon-CVE-2026-41089-DC-RCE,analysis
string,m.php,Web-shell filename observed in live attacks,high,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,mySites.guru
string,messageId,OCPP DataTransfer field copied via sprintf into a fixed buffer (the overflow source field),high,2026-06-06,2026-06-06,1,2026-06-06_OCPP-EVCharging-ABB-TerraAC-CVE-2025-5517,SaiFlow
string,Metadata: true,Required HTTP header for IMDS token requests - anchor for off-host visibility,medium,2026-05-20,2026-05-20,1,2026-05-20_Storm-2949-Cloud-Identity-SSPR,Microsoft Security Blog 2026-05-18
string,MetaIssuer,Fulcio configuration concept (including wildcard patterns) determining which issuer discovery is triggered against,high,2026-07-02,2026-07-02,1,2026-07-02_Fulcio-Sigstore-OIDC-SSRF-CVE-2026-49478,GitLab Advisory Database
string,MetaMask,Browser-extension wallet vault directory name; targeted for seed/key extraction,medium,2026-06-14,2026-06-14,1,2026-06-14_Humanity-Protocol-DPRK-Bridge-KeyTheft,analysis (wallet convention)
string,Miasma: The Spreading Blight,GitHub repository description string used by worm to name credential staging repos under victim accounts,high,2026-06-25,2026-06-25,1,2026-06-25_Miasma-Codfish-GHA-Tag-Hijack,Microsoft Security Blog 2026-06-02
string,Microsoft Corporation KEK 2K CA 2023,Replacement KEK - its presence confirms the device migrated and dbx can still update,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Microsoft
string,Microsoft Corporation KEK CA 2011,Expiring Key Exchange Key (June 24 2026) - presence in KEK store after expiry means the revocation channel is frozen,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Microsoft
string,Microsoft Corporation UEFI CA 2011,Expiring DB certificate (June 27 2026) - signs Linux shim and third-party option ROMs,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Microsoft
string,Microsoft Option ROM UEFI CA 2023,Replacement DB cert for hardware option ROMs (split from monolithic 2011),high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Microsoft
string,Microsoft UEFI CA 2023,Replacement DB cert for OS bootloaders (split from monolithic 2011),high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Microsoft
string,Microsoft Windows Production PCA 2011,Signs the Windows Boot Manager bootmgfw.efi - expires 2026-10-19,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Microsoft
string,Microsoft\Windows\Maps\{a086ff1e-d6dc-45f7-b3e4-6udknw82sa},Fake-legitimate scheduled task path,high,2026-05-11,2026-05-11,1,2026-05-11_UAT-8302-China-Government-Espionage,https://blog.talosintelligence.com/uat-8302/
string,MidFlagMismatch,Enrichment tell: MMSI Maritime Identification Digits (MID) country disagrees with the reported flag - identity-spoofing / reflagging indicator (corroborate with registry),medium,2026-07-11,2026-07-11,1,2026-07-11_AIS-GNSS-Spoofing-Maritime-Deception,Jarmi analysis
string,Minab,New volume name left in place of deleted partitions (persona signature),medium,2026-05-31,2026-05-31,1,2026-05-31_BlackShadow-AbabilOfMinab-Recovery-Layer-Destruction,Gambit
string,MiniPlasma,Public exploit name for the cldflt CfAbortHydration / windir hijack chain,high,2026-05-29,2026-05-29,1,2026-05-29_MiniPlasma-CVE-2020-17103-Silent-Regression-NightmareEclipse,https://www.bleepingcomputer.com/news/microsoft/new-windows-miniplasma-zero-day-exploit-gives-system-access-poc-released/
string,mistralai==2.4.6,Malicious PyPI version of Mistral AI Python SDK (legitimate was 2.4.5),high,2026-05-14,2026-05-14,1,2026-05-14_Mini-Shai-Hulud-TeamPCP-Mega-Campaign,"Microsoft, Aikido"
string,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/534.36 (KHTML,like Gecko) Chrome/95.4.4476.124 Safari/537.36,medium,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,high
string,MpExtMs.exe,Legitimate Microsoft binary abused as the signed sideload host for version.dll,high,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
string,mr bean,Icarus extortion alias used in extortion emails sent to victims after CRM data theft,high,2026-06-21,2026-06-21,1,2026-06-21_Icarus-Klue-OAuth-Salesforce-SaaS-Extortion,BleepingComputer 2026-06-18 / Huntress 2026-06-18
string,MyAppDomainManager.dll,Rogue AppDomainManager DLL loaded via chrome_setup.exe.config,high,2026-06-29,2026-06-29,1,2026-06-29_CL-STA-1062-TinyRCT-Backdoor-SEA-Espionage,Unit 42 2026-06-26
string,NATO SHIP,Generic non-unique AIS vessel label associated with spoofed / placeholder records,medium,2026-07-11,2026-07-11,1,2026-07-11_AIS-GNSS-Spoofing-Maritime-Deception,arXiv 2602.16257
string,NeunativeNG 8.0.36,NuGet package id+version of the proxy SDK shim,high,2026-06-28,2026-06-28,1,2026-06-28_RoboVPN-Neunative-Vo1d-Popa-Residential-Proxy-Botnet,Nokia Deepfield ERT 2026-06-18
string,new-state:up,VDAEMON syslog signature of peer transition after exploit,high,2026-05-16,2026-05-16,1,2026-05-16_Cisco-SDWAN-vHub-AuthBypass-UAT8616,Talos UAT-8616 blog
string,NewFilesWorker,ProSpy Kotlin worker class for delta file exfiltration (recently modified files),high,2026-06-22,2026-06-22,1,2026-06-22_prospy-bitter-mena,Lookout 2026-04-08
string,nfc/relay/<pin>/apdu_request,NFCMultiPay MQTT inbound-APDU topic,high,2026-06-13,2026-06-13,1,2026-06-13_DevilNFC-NFCMultiPay-NFC-Relay,Cleafy
string,nfc/relay/<pin>/apdu_response,NFCMultiPay MQTT outbound-APDU topic,high,2026-06-13,2026-06-13,1,2026-06-13_DevilNFC-NFCMultiPay-NFC-Relay,Cleafy
string,nfc/relay/<pin>/card_ready,NFCMultiPay MQTT retained topic carrying PIN + last4 PAN + brand,high,2026-06-13,2026-06-13,1,2026-06-13_DevilNFC-NFCMultiPay-NFC-Relay,Cleafy
string,ng-version,Angular app marker in the FUXA web response; exposure fingerprint alongside the FUXA title,medium,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,FUXA project
string,Nightmare-Eclipse,Sister persona that LevelBlue SpiderLabs and Huntress attribute to the same actor; six zero-days over six weeks,high,2026-05-29,2026-05-29,1,2026-05-29_MiniPlasma-CVE-2020-17103-Silent-Regression-NightmareEclipse,https://www.levelblue.com/blogs/spiderlabs-blog/yellowkey-and-greenplasma-two-new-windows-zero-days-unveiled
string,nkbihfbeogaeaoehlefnkodbefgpgknn,Targeted MetaMask browser-extension ID,medium,2026-05-30,2026-05-30,1,2026-05-30_AMOS-OpenClaw-Skill-macOS-Stealer,Trend Micro
string,NovosibyrskyMoneyBot,Telegram exfil bot username (display first_name sova_novosibirsk_bot) for MAX OTP/2FA capture,high,2026-06-10,2026-06-10,1,2026-06-10_Kali365-K365-OAuth-DeviceCode-PhaaS,Arctic Wolf Labs 2026-06-02
string,npx --yes,npx with auto-accept installing novel scoped package; seen in agent execution logs across 100+ orgs,high,2026-06-20,2026-06-20,1,2026-06-20_Agentjacking-Sentry-MCP-DSN-Injection,Tenet Security blog 2026-06-17
string,npx -y,npx short-form auto-accept flag; equivalent indicator to npx --yes,high,2026-06-20,2026-06-20,1,2026-06-20_Agentjacking-Sentry-MCP-DSN-Injection,Tenet Security / Pinggy analysis
string,nrwl.angular-console v18.95.0,VS Code Marketplace extension candidate for the GitHub corporate breach,medium,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,Aikido Security 2026-05-20
string,NSC_TASS,Set-Cookie the SAML IdP returns; packs the parsed ID/ACSURL values and reflects overread bytes back to the client,high,2026-07-09,2026-07-09,1,2026-07-09_CitrixBleed-Infinity-NetScaler-SAML-Overread-CVE-2026-8451,watchTowr Labs
string,nsppe,NetScaler packet-engine process that crashes on the truncated AuthnRequest (DoS),high,2026-07-09,2026-07-09,1,2026-07-09_CitrixBleed-Infinity-NetScaler-SAML-Overread-CVE-2026-8451,watchTowr Labs
string,nuclei-,Prefix of PoC-staged file under tmp/ (nuclei-<hash>.xml.php),medium,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,YesWeHack
string,ocpp1.6,Sec-WebSocket-Protocol value advertised in the OCPP WebSocket upgrade (also ocpp2.0.1),high,2026-06-06,2026-06-06,1,2026-06-06_OCPP-EVCharging-ABB-TerraAC-CVE-2025-5517,OCA OCPP spec
string,openid-configuration,Discovery document filename/path fragment used across detection rules in this case,medium,2026-07-02,2026-07-02,1,2026-07-02_Fulcio-Sigstore-OIDC-SSRF-CVE-2026-49478,GitLab Advisory Database
string,org.thoghtcrime.securesms,ProSpy malicious package name for Signal Encryption Plugin lure,high,2026-06-22,2026-06-22,1,2026-06-22_prospy-bitter-mena,Lookout 2026-04-08
string,os.system(,Exec sink commonly chained after AST traversal to launch a host shell,high,2026-05-13,2026-05-13,1,2026-05-13_SemanticKernel-Prompt2RCE,https://www.microsoft.com/en-us/security/blog/2026/05/07/prompts-become-shells-rce-vulnerabilities-ai-agent-frameworks/
string,oven-sh/setup-bun@0c5077e51419868618aeaa5fe8019c62421857d6,Third-party GitHub Action used to install Bun runtime in malicious composite; this specific SHA is the version used in the attack,high,2026-06-25,2026-06-25,1,2026-06-25_Miasma-Codfish-GHA-Tag-Hijack,Aikido Security 2026-06-24
string,OYSTERBLUES,Registry-resident encrypted second-stage payload family name (CERT-UA),high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,CERT-UA-6315762
string,OYSTERFRESH,First-stage JavaScript loader family name (CERT-UA),high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,CERT-UA-6315762
string,OYSTERSHUCK,In-memory decoder for OYSTERBLUES (CERT-UA),high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,CERT-UA-6315762
string,P-2024-001,TrapDoor campaign marker present in payloads and poisoned PRs,high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
string,peer-type:vhub,VDAEMON syslog signature of CHALLENGE_ACK with device_type=2 exploit,high,2026-05-16,2026-05-16,1,2026-05-16_Cisco-SDWAN-vHub-AuthBypass-UAT8616,Talos UAT-8616 blog
string,Perf_sys,Canonical scheduled task name created by BITCH Administrator to launch MDeployer,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
string,PerfWatson2.exe,Masquerade as Visual Studio telemetry binary (true PerfWatson lives under Program Files),high,2026-06-29,2026-06-29,1,2026-06-29_CL-STA-1062-TinyRCT-Backdoor-SEA-Espionage,Unit 42 2026-06-26
string,PHNhbWxwOkF1dGhuUmVxdWVzdCBJRD0,base64 of '<samlp:AuthnRequest ID=' - the empty/unterminated ID crash payload that reliably crashes the nsppe process,high,2026-07-09,2026-07-09,1,2026-07-09_CitrixBleed-Infinity-NetScaler-SAML-Overread-CVE-2026-8451,watchTowr Labs
string,PicassoLoader,Companion loader family used by the same cluster in parallel chain (ESET 2026-05-14),high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,ESET-FrostyNeighbor
string,plugin.rpc,JCE plugin RPC task used for the file-browser upload,high,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,mySites.guru
string,predictedLive,Response field carrying the real (unmasked) target state,high,2026-06-11,2026-06-11,1,2026-06-11_ArgoCD-ServerSideDiff-CVE-2026-42880-K8s-Secret-Leak,Vendor advisory
string,Preparing your secure document...,Loader string in the common kit HTML template across the 126-host cluster; content hunt fingerprint,high,2026-06-10,2026-06-10,1,2026-06-10_Kali365-K365-OAuth-DeviceCode-PhaaS,Arctic Wolf Labs 2026-06-02
string,ProcessManager,SPECTRALVIPER RTTI class implementing process manipulation/injection,high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
string,ProcessReflector,SPECTRALVIPER RTTI class implementing process injection,high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
string,profiles.import,JCE profile-import task name (vulnerable handler),high,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,YesWeHack
string,prometheus,Lure brand impersonation (Prometheus Ukrainian online learning platform) in email subject and attachment naming,high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,CERT-UA-6315762
string,prompt-engineering-toolkit,Representative TrapDoor npm package targeting AI developers,high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
string,Proxmon,Service name rotation used by MS4Killer for the probmon.sys driver,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
string,Pwned,Rogue editor-profile name observed in the wild,medium,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,mySites.guru
string,python-requests,User agent on 2 of 3 observed scanning IPs,low,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,mySites.guru
string,python-requests/2.28.1,Attacker UserAgent string observed in M365 Unified Audit Log FileAccessed and FileDownloaded events combined with spoofed ClientAppId=Microsoft Office,high,2026-05-27,2026-05-27,1,2026-05-27_BlackFile-UNC6671-CordialSpider-SaaS-Extortion,GTIG 2026-05-15
string,python-requests/2.33.0,User agent observed on web shell interaction POSTs; not reliable alone - high-signal only in combination,low,2026-06-08,2026-06-08,1,2026-06-08_OP-512-China-IIS-WebShell-Framework,ReliaQuest
